customer_id,name,dob,city,segment,gender,phone,plan_code,tenure_months,monthly_charges,kaggle_churn_label
5760-IFJOZ,Jason Henry,1974-08-16,Giza,Prepaid,M,01042844845,PLAN_A,3,107.95,No
2826-UWHIS,Katelyn Fleming,1971-08-13,Luxor,Prepaid,M,01247327686,PLAN_A,45,81.4,No
1448-PWKYE,Steven Collier,1975-11-23,Aswan,Prepaid,M,01294374018,PLAN_A,1,80.0,Yes
7501-IWUNG,Christopher Thompson,1962-01-13,Tanta,Business,F,01237868647,PLAN_C,61,73.8,No
4957-TREIR,Matthew Miles,1997-01-07,Cairo,Prepaid,M,01034808803,PLAN_A,3,64.4,No
7251-LJBQN,Wendy Johnson,1979-08-28,Giza,Postpaid,F,01017390556,PLAN_B,40,103.75,No
8040-MNRTF,Angelica Hunter,1974-02-14,Giza,Prepaid,F,01256844649,PLAN_A,1,71.1,No
1536-HBSWP,Shelby Cardenas,2001-12-12,Alexandria,Prepaid,F,01029511823,PLAN_A,1,49.9,No
5313-FPXWG,Mr. Derek Nichols,1974-05-10,Luxor,Postpaid,M,01099522760,PLAN_B,51,24.6,No
0067-DKWBL,Jon Schwartz,1997-04-06,Tanta,Prepaid,M,01290971604,PLAN_A,2,49.25,Yes
0946-FKYTX,Kathleen Hawkins,1961-01-03,Aswan,Postpaid,M,01154440977,PLAN_B,52,30.1,No
5076-YVXCM,Kimberly Sutton,1971-11-28,Aswan,Prepaid,M,01016580878,PLAN_A,51,83.4,No
8262-COGGB,Christopher Green,1964-09-14,Mansoura,Prepaid,M,01065963010,PLAN_A,1,20.45,No
6663-JOCQO,Christine Freeman,1958-09-04,Giza,Postpaid,M,01031654047,PLAN_B,31,75.25,No
9620-QJREV,Mary Jackson,1981-03-06,Luxor,Postpaid,M,01248168910,PLAN_B,47,20.55,No
2276-YDAVZ,Alicia Beasley,1977-10-22,Luxor,Prepaid,F,01298707799,PLAN_A,3,75.1,Yes
2682-KEVRP,William Gaines,1977-03-30,Luxor,Postpaid,F,01289855385,PLAN_B,22,20.05,No
2480-JZOSN,Michael Roberson,2007-09-26,Mansoura,Prepaid,F,01285454146,PLAN_A,1,20.65,No
0078-XZMHT,Kelly Jones,1994-10-15,Alexandria,Business,M,01071114408,PLAN_C,72,85.15,No
5896-NPFWW,Emma Thompson,1956-11-03,Aswan,Prepaid,M,01287707540,PLAN_A,3,50.15,Yes
9978-HYCIN,Nicole Jones,1984-08-23,Luxor,Postpaid,M,01114810369,PLAN_B,47,84.95,No
8338-QIUNR,Cody Cisneros,1972-02-03,Tanta,Business,M,01050170625,PLAN_C,72,66.5,No
1525-LNLOJ,Carla Smith,1993-01-19,Tanta,Business,M,01159468550,PLAN_C,66,63.3,No
9450-TRJUU,Lauren Robinson,1978-12-11,Mansoura,Prepaid,M,01119082067,PLAN_A,35,83.15,No
1766-GKNMI,Kathleen Mccarty,1962-12-01,Alexandria,Prepaid,M,01183882978,PLAN_A,29,84.9,No
6942-LBFDP,Penny Wood,1987-03-02,Mansoura,Prepaid,F,01049303341,PLAN_A,2,20.55,No
1456-TWCGB,Alicia Gillespie,1974-01-14,Cairo,Prepaid,M,01128058430,PLAN_A,4,49.25,No
7133-VBDCG,Tracy Williams,1974-04-21,Giza,Prepaid,F,01046831833,PLAN_A,25,79.85,Yes
7596-ZYWBB,Christian Johnson,1970-06-14,Aswan,Business,F,01180739820,PLAN_C,65,59.6,No
8329-UTMVM,William Carroll,1981-10-04,Mansoura,Postpaid,M,01180416822,PLAN_B,27,104.65,No
3014-WJKSM,George Moore,1966-01-20,Mansoura,Prepaid,M,01038058347,PLAN_A,29,75.3,No
3347-YJZZE,Steven Moreno MD,1975-09-01,Aswan,Prepaid,M,01217809403,PLAN_A,29,80.1,No
1029-QFBEN,Theresa Cummings,1996-12-02,Giza,Prepaid,M,01086687590,PLAN_A,1,19.55,Yes
7929-DMBCV,Michael Murray,1968-05-28,Cairo,Prepaid,F,01294420078,PLAN_A,20,81.0,No
9661-JALZV,Karen Hebert,1960-10-29,Tanta,Business,F,01221766833,PLAN_C,58,24.7,No
5433-KYGHE,Matthew Chang,1966-09-08,Tanta,Prepaid,F,01191171931,PLAN_A,14,86.0,No
4312-KFRXN,Tanya Ramirez,1991-08-19,Alexandria,Business,M,01248545627,PLAN_C,72,25.4,No
5575-TPIZQ,David Wood,1976-10-18,Mansoura,Prepaid,M,01191717739,PLAN_A,46,89.15,No
0114-IGABW,Sandra Stanley,1983-01-25,Giza,Business,F,01144850980,PLAN_C,71,58.25,No
9944-AEXBM,Nicole Davis,1968-05-19,Alexandria,Prepaid,M,01287194344,PLAN_A,32,85.65,No
1853-ARAAQ,Raymond Stevens,1957-03-18,Tanta,Prepaid,F,01257493391,PLAN_A,26,50.35,No
6952-OMNWB,Nancy Martinez,1981-03-31,Alexandria,Prepaid,M,01092448605,PLAN_A,68,80.35,No
4697-LUPSU,Kerri Brown,1997-11-17,Alexandria,Postpaid,M,01276625267,PLAN_B,2,20.2,No
8434-VGEQQ,Matthew Mathews,2007-01-01,Cairo,Business,M,01294806492,PLAN_C,61,20.55,No
4952-YSOGZ,Anthony King,1959-03-25,Cairo,Prepaid,F,01176102828,PLAN_A,4,85.95,Yes
1589-AGTLK,Casey Townsend,1983-05-24,Alexandria,Prepaid,M,01091793056,PLAN_A,3,45.35,Yes
5244-IRFIH,Joshua Huerta,1975-11-16,Luxor,Prepaid,M,01048988647,PLAN_A,33,94.5,Yes
6549-YMFAW,John Martin,1959-01-16,Aswan,Prepaid,M,01010212187,PLAN_A,9,21.25,No
4950-HKQTE,Andrew Baker,2005-11-19,Tanta,Business,F,01013219453,PLAN_C,22,26.25,No
6786-OBWQR,Christine Nunez,1962-11-17,Tanta,Prepaid,F,01193947919,PLAN_A,5,80.85,No
2684-EIWEO,Mark Rhodes,1993-04-15,Cairo,Prepaid,F,01037827473,PLAN_A,30,91.7,Yes
2753-JMMCV,Sean Bass,1971-06-11,Luxor,Business,M,01265650977,PLAN_C,65,74.2,No
6439-GTPCA,Misty Shaffer,1980-11-24,Luxor,Prepaid,F,01116105858,PLAN_A,45,87.25,Yes
6621-YOBKI,Nicholas Smith,1957-07-31,Mansoura,Prepaid,M,01156929234,PLAN_A,5,20.35,No
1216-JWVUX,Pamela Davis,1969-02-16,Aswan,Prepaid,M,01295564277,PLAN_A,25,75.5,No
7564-GHCVB,Rebekah Li,1992-01-29,Alexandria,Business,F,01011516293,PLAN_C,72,79.05,No
1173-NOEYG,Mary Mcfarland,1977-12-15,Mansoura,Prepaid,F,01237002880,PLAN_A,27,90.15,No
7595-EHCDL,David Curtis,1960-04-30,Mansoura,Prepaid,M,01247799296,PLAN_A,32,50.6,No
6647-ZEDXT,Adrian Brown,1995-07-04,Luxor,Postpaid,F,01119104802,PLAN_B,30,110.45,No
2521-NPUZR,Karen Myers,1962-05-30,Luxor,Business,M,01150303435,PLAN_C,70,101.0,No
1307-TVUFB,Grant Thomas,2002-08-15,Luxor,Prepaid,M,01283818891,PLAN_A,42,79.35,No
7503-MIOGA,Crystal Payne,1962-10-02,Alexandria,Business,F,01110822924,PLAN_C,72,89.85,No
4381-MHQDC,Michael Cook,2003-04-10,Alexandria,Business,F,01054732472,PLAN_C,47,65.0,No
6923-JHPMP,Ellen Gray,1972-11-06,Mansoura,Prepaid,F,01163156840,PLAN_A,2,80.45,No
5138-WVKYJ,Jasmin Kelley,1960-10-17,Mansoura,Prepaid,M,01286359356,PLAN_A,10,98.55,Yes
4018-PPNDW,Tammy Thomas,1998-06-14,Cairo,Business,F,01213908068,PLAN_C,61,24.1,No
1635-FJFCC,Allison Harper,1977-08-05,Tanta,Prepaid,F,01036040330,PLAN_A,5,44.05,No
2499-AJYUA,Donald Brown,1985-12-21,Tanta,Business,F,01155357116,PLAN_C,72,110.8,No
6919-ELBGL,Abigail Blackburn,1991-09-03,Tanta,Business,M,01274304823,PLAN_C,72,114.95,No
3966-HRMZA,William Owens,2006-07-05,Cairo,Prepaid,F,01114772547,PLAN_A,3,75.05,No
6425-JWTDV,Kathy Miller,1975-04-16,Tanta,Business,M,01228220579,PLAN_C,48,19.25,No
8405-IGQFX,Alex Alexander,1957-08-07,Luxor,Postpaid,F,01130855594,PLAN_B,63,90.05,No
8224-IVVPA,Rachel Morales,1964-10-03,Alexandria,Prepaid,F,01271823092,PLAN_A,27,56.7,No
9477-LGWQI,Nicole Jones,1996-11-19,Alexandria,Business,M,01254977656,PLAN_C,70,80.15,No
1410-RSCMR,Jennifer Sanders,1958-08-07,Tanta,Prepaid,M,01165559839,PLAN_A,7,71.35,No
3115-CZMZD,Brian Sloan,1958-11-21,Mansoura,Business,M,01217519183,PLAN_C,0,20.25,No
0139-IVFJG,David Salazar DVM,1996-12-29,Aswan,Prepaid,F,01250177237,PLAN_A,2,90.35,No
6683-VLCTZ,Joshua Horton,1989-10-02,Luxor,Prepaid,M,01252346074,PLAN_A,20,98.55,Yes
5730-DBDSI,Patrick Brooks,1993-04-22,Cairo,Business,M,01281925331,PLAN_C,66,19.7,No
0030-FNXPP,Dale Miller,1977-06-27,Aswan,Prepaid,F,01037952515,PLAN_A,3,19.85,No
2189-WWOEW,Julia Ward,1995-09-08,Alexandria,Prepaid,F,01254522609,PLAN_A,15,85.9,Yes
5684-FJVYR,Tina Jimenez,1973-10-18,Tanta,Business,F,01118886963,PLAN_C,72,90.35,No
4013-GUXND,Charles Perez,1997-04-03,Cairo,Prepaid,M,01047642707,PLAN_A,1,20.8,No
1894-IGFSG,Zachary Webb,1968-01-15,Luxor,Prepaid,F,01055520266,PLAN_A,22,89.25,Yes
7379-POKDZ,Dorothy King,1968-08-06,Alexandria,Prepaid,M,01194088862,PLAN_A,3,70.3,Yes
1266-NZYUI,Steven Jordan,1973-08-29,Tanta,Business,F,01232276047,PLAN_C,72,66.85,No
7969-FFOWG,Tammy Nichols,1979-08-24,Luxor,Business,M,01291294213,PLAN_C,65,19.9,No
4718-DHSMV,Norman Farmer,1984-04-06,Mansoura,Prepaid,F,01135149571,PLAN_A,11,35.8,No
5175-WLYXL,Bruce Carter,1962-04-02,Aswan,Prepaid,M,01225682621,PLAN_A,22,78.85,No
7817-OMJNA,Brittany Lewis,1965-11-14,Aswan,Postpaid,M,01152211394,PLAN_B,14,20.4,No
8728-SKJLR,Hannah Bowen,1983-11-11,Aswan,Prepaid,M,01214245067,PLAN_A,41,74.25,No
3137-NYQQI,Amy Knight,1971-02-17,Giza,Postpaid,M,01165548633,PLAN_B,17,64.8,No
7706-DZNKK,Joseph Carson,2004-09-20,Tanta,Prepaid,M,01076713516,PLAN_A,11,20.45,No
0236-HFWSV,Brittney Jackson,1982-05-05,Luxor,Prepaid,M,01059873103,PLAN_A,15,93.35,Yes
3900-AQPHZ,Mason Lambert MD,1975-07-01,Aswan,Prepaid,F,01150618137,PLAN_A,1,19.9,Yes
5842-POCOP,Brittany Shepard,1973-06-08,Tanta,Prepaid,F,01080477785,PLAN_A,5,88.9,Yes
2037-XJFUP,Richard Cunningham,1994-04-29,Mansoura,Postpaid,M,01133489813,PLAN_B,33,95.8,Yes
8823-RLPWL,Stephanie Dunn,1964-02-17,Aswan,Business,F,01060226379,PLAN_C,72,110.65,No
9505-SQFSW,Ashley Kelley,1960-08-04,Luxor,Prepaid,F,01037125189,PLAN_A,3,40.3,No
7314-OXENN,Amber Wilson,1959-05-18,Tanta,Prepaid,M,01069562350,PLAN_A,2,82.0,Yes
3758-CKOQL,Alexandra Vargas,2001-06-15,Aswan,Postpaid,F,01213346688,PLAN_B,59,107.0,No
0322-CHQRU,Heather Simmons,1969-11-21,Luxor,Prepaid,M,01177116153,PLAN_A,2,45.35,Yes
5676-CFLYY,Patricia Cruz,1977-08-20,Alexandria,Business,M,01035529779,PLAN_C,71,73.35,No
7521-AFHAB,Heidi Valenzuela,1988-08-27,Mansoura,Prepaid,F,01174890505,PLAN_A,5,44.8,No
0285-INHLN,Wesley Clark,1967-10-25,Tanta,Prepaid,M,01280280155,PLAN_A,27,54.75,No
4678-DVQEO,Cynthia Sutton,1964-02-13,Luxor,Prepaid,F,01153934556,PLAN_A,1,52.2,Yes
5125-CNDSP,Danny Thomas,2006-08-30,Luxor,Postpaid,M,01023187101,PLAN_B,63,40.6,No
0691-IFBQW,Linda Mitchell,1963-03-17,Giza,Postpaid,F,01227812995,PLAN_B,46,110.0,Yes
4992-LTJNE,Jocelyn Smith,1979-05-07,Tanta,Business,M,01014905998,PLAN_C,72,55.3,No
2202-OUTMO,Garrett Cruz,1964-06-30,Alexandria,Prepaid,F,01162021209,PLAN_A,34,60.85,No
0810-BDHAW,William Morgan,1960-11-09,Tanta,Postpaid,F,01280107942,PLAN_B,24,78.4,No
0229-LFJAF,David Deleon,2002-06-29,Mansoura,Business,M,01010551617,PLAN_C,72,69.65,No
7131-ZQZNK,Michael Williams,1959-05-09,Giza,Business,F,01115909601,PLAN_C,60,59.85,No
3442-ZHHCC,Keith Hoffman,2007-04-01,Tanta,Postpaid,M,01289763928,PLAN_B,68,76.9,No
5726-CVNYA,Micheal Wheeler,1979-07-13,Tanta,Business,F,01054733393,PLAN_C,8,19.85,No
9871-ELEYA,Jessica Glenn,2006-09-06,Aswan,Business,F,01116192775,PLAN_C,34,67.65,No
4257-GAESD,Kenneth Martinez,2001-08-08,Luxor,Prepaid,F,01079870757,PLAN_A,6,45.0,No
5173-WXOQV,Maria Bradshaw,2006-05-05,Mansoura,Prepaid,M,01251940463,PLAN_A,2,64.2,No
2040-OBMLJ,Julie Parks,2002-07-28,Alexandria,Postpaid,M,01087518768,PLAN_B,31,81.7,No
6286-ZHAOK,Frederick Howard,1959-06-01,Giza,Prepaid,F,01195745109,PLAN_A,20,25.55,No
3807-XHCJH,Michael Farmer,1977-03-29,Luxor,Prepaid,F,01053067834,PLAN_A,1,20.0,No
3009-JWMPU,Raymond Rios,1974-04-01,Cairo,Postpaid,M,01035843038,PLAN_B,62,96.75,Yes
5671-RQRLP,Charles Calderon,1982-03-13,Mansoura,Business,F,01147131272,PLAN_C,70,75.65,No
1450-GALXR,Miranda Goodman,1986-01-01,Giza,Prepaid,F,01252835559,PLAN_A,10,98.5,Yes
8859-AXJZP,April Black,1963-06-19,Alexandria,Business,M,01125790828,PLAN_C,39,23.8,No
3174-AKMAS,Samantha Morgan,1958-03-19,Giza,Business,F,01130041488,PLAN_C,46,64.2,No
3138-BKYAV,Sandra Carrillo,2002-07-29,Giza,Prepaid,M,01046726921,PLAN_A,6,85.35,Yes
9926-PJHDQ,Steven Ward,1958-04-28,Giza,Business,F,01012047721,PLAN_C,72,76.8,No
7382-DFJTU,Leslie Harrell,1992-12-28,Aswan,Prepaid,M,01285111698,PLAN_A,18,55.2,No
2798-NYLMZ,Timothy Walker,1969-04-23,Cairo,Business,M,01223740579,PLAN_C,71,108.55,No
4289-DTDKW,Jenny Evans MD,1985-10-04,Alexandria,Prepaid,M,01082816971,PLAN_A,40,101.3,Yes
1820-TQVEV,Shannon Faulkner,1999-10-31,Alexandria,Prepaid,M,01183734610,PLAN_A,1,69.55,Yes
2239-JALAW,Laura Hernandez,1968-10-27,Alexandria,Postpaid,M,01146379997,PLAN_B,58,103.25,Yes
4853-RULSV,Norma Mills,1997-01-25,Luxor,Business,M,01048019546,PLAN_C,70,104.0,Yes
8098-TDCBU,Martha Villarreal,1963-06-29,Mansoura,Business,F,01242859865,PLAN_C,42,25.25,No
3551-GAEGL,Anthony Simpson,2003-04-05,Alexandria,Postpaid,M,01019562056,PLAN_B,34,30.4,No
4785-NKHCX,Stephen Jordan,1972-03-19,Mansoura,Prepaid,M,01192310750,PLAN_A,5,20.05,No
3196-NVXLZ,Bridget Bowman,1989-07-31,Alexandria,Prepaid,F,01182555030,PLAN_A,25,84.6,No
6275-YDUVO,Ian Lambert,1970-10-30,Cairo,Prepaid,F,01116808353,PLAN_A,2,86.2,Yes
0036-IHMOT,William Pace,1959-04-13,Luxor,Postpaid,F,01013891332,PLAN_B,55,103.7,No
0115-TFERT,Deborah Clark,1986-09-04,Luxor,Prepaid,M,01116772091,PLAN_A,21,111.2,Yes
4178-EGMON,David Elliott,1978-07-21,Giza,Business,M,01061485872,PLAN_C,70,88.0,No
4220-TINQT,Tristan Day,1994-05-17,Aswan,Prepaid,F,01021558774,PLAN_A,61,106.35,No
5318-YKDPV,Mary Sanchez,1980-10-29,Luxor,Business,M,01162602177,PLAN_C,43,79.15,No
7975-TZMLR,Nicholas Terry,2006-02-27,Luxor,Postpaid,M,01090010054,PLAN_B,47,103.1,No
0295-QVKPB,Curtis Vasquez,1989-01-10,Cairo,Prepaid,M,01294486125,PLAN_A,5,63.95,No
4335-BSMJS,Diana Hansen,1979-11-23,Alexandria,Business,F,01269839130,PLAN_C,62,25.8,No
2311-QYMUQ,Megan White,1992-05-14,Tanta,Prepaid,F,01257731087,PLAN_A,16,89.45,Yes
3643-AHCFP,Jennifer Bell,1964-06-26,Luxor,Prepaid,M,01154604858,PLAN_A,7,95.6,Yes
9146-JRIOX,Leslie Walker,1989-11-12,Luxor,Prepaid,F,01081603135,PLAN_A,14,25.55,No
3104-OWCGK,Brooke Quinn,1983-07-12,Tanta,Postpaid,M,01072504573,PLAN_B,60,90.95,Yes
5337-IIWKZ,Jordan Gutierrez,1998-08-03,Aswan,Prepaid,M,01227689263,PLAN_A,34,44.85,No
9101-BWFSS,Karen Hunt,1967-08-07,Mansoura,Postpaid,F,01072850928,PLAN_B,50,108.55,Yes
9650-VBUOG,Jessica Thornton,2003-03-01,Cairo,Business,M,01071147472,PLAN_C,38,25.05,No
3487-EARAT,Jose Mendoza,1986-08-31,Tanta,Postpaid,F,01196492401,PLAN_B,70,74.1,No
2672-TGEFF,Daniel Daniel,1999-12-02,Tanta,Prepaid,F,01272464469,PLAN_A,37,88.8,No
9231-ZJYAM,Vincent Smith DVM,2001-01-07,Aswan,Prepaid,F,01141097470,PLAN_A,4,78.85,Yes
4250-WAROZ,Jeremy Miller,1996-02-05,Luxor,Prepaid,M,01029289997,PLAN_A,60,93.25,No
8184-WMOFI,Trevor Graham,1984-07-08,Luxor,Postpaid,M,01244635255,PLAN_B,62,71.4,No
6982-SSHFK,Luis Lewis,1957-09-22,Cairo,Prepaid,M,01162623673,PLAN_A,1,44.4,Yes
6092-QZVPP,Tyler Garrison,1982-07-10,Giza,Prepaid,M,01099279031,PLAN_A,36,79.2,No
4625-LAMOB,Meredith Lewis,1975-01-17,Giza,Business,M,01153588695,PLAN_C,44,20.4,No
0727-BMPLR,Mrs. Sharon Romero MD,1966-05-07,Tanta,Postpaid,F,01175432046,PLAN_B,55,100.0,Yes
0392-BZIUW,Juan May,2003-03-22,Luxor,Business,F,01018773168,PLAN_C,72,105.0,No
1038-ZAGBI,Sean Perez,1961-03-28,Tanta,Postpaid,F,01125151444,PLAN_B,12,19.8,Yes
6549-NNDYT,Andrew Christensen,1983-02-04,Tanta,Prepaid,F,01174243595,PLAN_A,13,30.85,No
3027-ZTDHO,Tina Graham,1994-03-11,Luxor,Prepaid,M,01132924595,PLAN_A,1,89.9,Yes
0422-OHQHQ,Brian Rivera,2007-06-15,Aswan,Postpaid,F,01156790372,PLAN_B,15,20.55,No
6916-HIJSE,John Evans,1994-02-10,Mansoura,Business,F,01287132010,PLAN_C,65,84.85,No
2316-ESMLS,William Moore,1962-07-13,Mansoura,Postpaid,F,01078175850,PLAN_B,12,33.15,No
9778-OGKQZ,Robert Kent,2006-05-15,Aswan,Business,M,01064450250,PLAN_C,72,92.0,No
7408-OFWXJ,Katherine Bass,1957-09-06,Tanta,Business,F,01224358786,PLAN_C,72,89.8,No
6007-TCTST,Travis Houston,1966-09-05,Aswan,Business,F,01184645170,PLAN_C,72,115.8,No
2252-NKNSI,Chris Garner,1998-11-21,Alexandria,Business,M,01219519256,PLAN_C,52,85.15,No
8713-IGZSO,Diane Sanders,1989-04-17,Luxor,Prepaid,M,01181503899,PLAN_A,2,24.85,No
7905-TVXTA,Kristin Ruiz,2007-08-01,Alexandria,Prepaid,F,01163796676,PLAN_A,5,64.35,No
7695-PKLCZ,Dr. Jessica Smith MD,1992-10-10,Giza,Business,F,01265491233,PLAN_C,68,20.5,No
2382-BCKQJ,Christopher Hubbard,1989-03-11,Luxor,Postpaid,F,01093332410,PLAN_B,62,100.15,Yes
8374-UULRV,Katie Estrada,1975-05-19,Luxor,Business,M,01083544472,PLAN_C,72,86.05,No
2207-NHRJK,Brandon Franklin,1994-12-05,Cairo,Prepaid,M,01074743230,PLAN_A,1,50.8,Yes
3224-DFQNQ,Courtney Crawford,1977-07-06,Luxor,Postpaid,F,01118866414,PLAN_B,66,89.0,No
5275-PMFUT,Joseph Jones,1955-09-01,Giza,Business,M,01137949250,PLAN_C,72,64.8,No
4795-UXVCJ,David Bell,1987-05-09,Mansoura,Postpaid,M,01289318677,PLAN_B,26,19.8,No
9777-IQHWP,Karen Oliver,1980-11-01,Mansoura,Business,M,01168432185,PLAN_C,64,93.4,No
0947-MUGVO,Sharon Contreras,1981-09-15,Tanta,Prepaid,M,01255929418,PLAN_A,20,73.65,Yes
9944-HKVVB,Derek Roach,1997-10-08,Luxor,Prepaid,F,01241696096,PLAN_A,3,95.1,Yes
4124-MMETB,Christopher Luna,1968-04-08,Mansoura,Prepaid,M,01098934311,PLAN_A,22,94.65,Yes
3671-SHRSP,Cheryl Braun,1994-04-09,Alexandria,Prepaid,M,01220454809,PLAN_A,4,80.6,Yes
0979-MOZQI,Alyssa Murphy,1963-06-24,Tanta,Business,M,01287066247,PLAN_C,62,39.0,No
2732-ISEZX,Natalie Ryan,1993-01-09,Luxor,Prepaid,F,01125344154,PLAN_A,5,20.5,No
3313-QKNKB,Allison Miller,1972-03-27,Alexandria,Postpaid,M,01290003898,PLAN_B,59,85.55,Yes
0323-XWWTN,Debra Johnson,1998-09-26,Aswan,Business,M,01153671508,PLAN_C,3,26.4,No
1937-OTUKY,Doris Carter,1997-07-08,Aswan,Business,F,01223106885,PLAN_C,72,98.2,No
1573-LGXBA,Jessica Brown,1984-08-07,Cairo,Postpaid,M,01133645674,PLAN_B,57,97.55,No
1764-VUUMT,Julie Fox,1966-07-29,Luxor,Business,M,01164464708,PLAN_C,66,19.95,No
5073-WXOYN,Julie Torres,1985-01-04,Aswan,Prepaid,F,01090296988,PLAN_A,60,50.8,Yes
4713-ZBURT,Daniel Graham,1964-12-03,Aswan,Business,M,01090048179,PLAN_C,45,99.7,No
3050-GBUSH,Barbara Bowen,2005-10-21,Mansoura,Prepaid,F,01153943990,PLAN_A,3,34.8,No
0207-MDKNV,April Howard,1987-08-06,Cairo,Prepaid,F,01196568973,PLAN_A,15,105.1,Yes
7876-AEHIG,Anne Hall,2003-08-01,Cairo,Postpaid,F,01218252004,PLAN_B,51,60.15,No
7945-HLKEA,Mr. Ryan Estrada MD,1998-11-09,Mansoura,Postpaid,F,01039207357,PLAN_B,60,64.75,No
9342-VNIMQ,Monica Barnett,1978-12-25,Luxor,Prepaid,M,01087949346,PLAN_A,33,54.65,No
9851-KIELU,Jennifer Brown,1985-02-24,Alexandria,Prepaid,M,01210024741,PLAN_A,10,110.1,Yes
3523-BRGUW,Brianna Coleman,1995-09-16,Tanta,Postpaid,M,01098701999,PLAN_B,26,19.3,No
3908-BLSYF,Andrew Hawkins,1996-04-08,Luxor,Prepaid,F,01070797197,PLAN_A,6,83.9,Yes
3199-NPKCN,Rebecca Kaiser,1959-03-23,Alexandria,Postpaid,F,01249124904,PLAN_B,67,111.25,No
5170-PTRKA,Brittany Duncan,1977-09-04,Cairo,Postpaid,F,01192620697,PLAN_B,49,35.8,No
4661-NJEUX,Tammie Kennedy,1987-01-21,Giza,Prepaid,M,01270016768,PLAN_A,1,20.05,No
2123-AGEEN,Alicia Price,1969-03-17,Luxor,Prepaid,F,01037603443,PLAN_A,7,84.35,No
1258-YMZNM,Robert Johnson,1985-06-24,Giza,Postpaid,F,01252493026,PLAN_B,27,110.5,No
0048-LUMLS,Stephanie Williams,1997-11-16,Alexandria,Postpaid,M,01186541203,PLAN_B,37,91.2,No
7549-MYGPK,Keith Henderson,1994-01-07,Luxor,Prepaid,F,01250876026,PLAN_A,63,100.55,Yes
5898-IGSLP,Tina Heath,2005-03-10,Giza,Prepaid,M,01156206415,PLAN_A,31,89.3,No
3804-RVTGV,Bryan Castillo,1976-11-03,Giza,Prepaid,M,01088212291,PLAN_A,50,103.85,Yes
6259-WJQLC,John Hernandez,1984-07-06,Tanta,Prepaid,M,01092072899,PLAN_A,32,81.1,No
9227-LUNBG,Barry Kennedy,1992-10-11,Luxor,Prepaid,F,01264250458,PLAN_A,1,24.6,Yes
7997-EASSD,Mrs. Caitlin Hawkins DVM,1957-11-06,Giza,Postpaid,F,01049484797,PLAN_B,63,81.2,No
0730-KOAVE,Michele Guzman,2001-05-20,Tanta,Prepaid,M,01059556257,PLAN_A,30,94.3,No
8975-SKGRX,Perry Carey,1990-11-19,Tanta,Business,M,01217130627,PLAN_C,71,116.1,No
0678-RLHVP,Heather Santos,2004-02-01,Luxor,Business,F,01085165988,PLAN_C,53,105.55,No
4315-MURBD,Sarah Davis,1990-03-27,Giza,Prepaid,F,01124723458,PLAN_A,12,98.9,Yes
2267-FPIMA,Edward Rodriguez Jr.,1992-08-14,Tanta,Prepaid,M,01114185545,PLAN_A,50,94.4,No
1051-GEJLJ,Thomas Richardson,1988-09-09,Cairo,Prepaid,F,01067943873,PLAN_A,2,19.5,No
9734-YWGEX,Anna Williams,1980-11-29,Luxor,Prepaid,F,01289210454,PLAN_A,9,98.3,Yes
2719-BDAQO,Marc House,1992-03-30,Cairo,Prepaid,M,01193914843,PLAN_A,17,93.85,Yes
5285-MVEHD,Mr. Aaron Jones,1975-04-09,Mansoura,Postpaid,F,01161377152,PLAN_B,56,105.6,No
0379-DJQHR,Robert Rangel,1982-09-30,Aswan,Business,M,01161212793,PLAN_C,67,81.35,No
0781-LKXBR,Jennifer Moreno,1967-06-04,Cairo,Prepaid,M,01183164605,PLAN_A,9,100.5,Yes
5543-QDCRY,Carol Martinez,1988-10-23,Giza,Prepaid,M,01098917575,PLAN_A,4,56.4,No
0297-RBCSG,Danielle Chase,1986-06-25,Alexandria,Postpaid,M,01073736162,PLAN_B,19,65.35,No
4694-PHWFW,Tammy Nichols,1976-12-27,Mansoura,Prepaid,F,01035263378,PLAN_A,8,19.95,No
0835-JKADZ,Renee Williams,1968-09-04,Cairo,Business,F,01261619474,PLAN_C,71,111.25,No
1907-UBQFC,Alison Robinson,1980-04-08,Tanta,Prepaid,M,01166000400,PLAN_A,10,72.85,Yes
7508-SMHXL,Angel Munoz,1984-02-06,Mansoura,Prepaid,F,01048717904,PLAN_A,15,89.0,No
3865-YIOTT,Eric Hill,1961-09-28,Cairo,Postpaid,M,01226850922,PLAN_B,72,106.1,No
5993-BQHEA,Frank Vargas,1961-02-14,Tanta,Postpaid,M,01011557295,PLAN_B,12,20.05,No
6024-RUGGH,Rhonda Paul,1978-06-05,Cairo,Business,M,01097025331,PLAN_C,72,25.2,No
6513-EECDB,Darrell Gill,1956-01-18,Alexandria,Prepaid,M,01029326800,PLAN_A,1,73.55,Yes
3956-CJUST,Katherine Nielsen,1980-10-19,Alexandria,Prepaid,F,01275323947,PLAN_A,23,75.4,No
4079-WWQQQ,Kimberly Malone MD,2007-07-05,Tanta,Business,M,01268617594,PLAN_C,72,65.55,No
6103-BOCOU,Julie Ramirez,1968-03-19,Cairo,Prepaid,F,01021363335,PLAN_A,26,80.7,No
5149-TGWDZ,Alyssa Le,1987-06-13,Aswan,Postpaid,F,01096200382,PLAN_B,21,104.55,No
7471-WNSUF,Marcus Smith,1983-07-08,Alexandria,Postpaid,M,01171207129,PLAN_B,60,24.15,No
